window_idx,train_start,train_end,test_start,test_end,efficiency,train_sharpe,test_sharpe,train_return,test_return,train_max_dd,test_max_dd,train_win_rate,test_win_rate,train_PL_ratio,test_PL_ratio
1,2023-01-02,2024-01-02,2024-01-02,2024-07-02,-5.886195896915332,-0.19594723960205968,1.1533838377575292,-0.03844015709828102,0.112871612297193,16.80097311844297,15.39998611468882,55.55555555555556,66.66666666666666,0.647406710273285,0.9788782872176245
2,2023-04-02,2024-04-02,2024-04-02,2024-10-02,-12.157415120417726,-0.1929017496084899,2.3451866474452894,-0.03239015709827982,0.2119316122971552,11.83312041942604,5.640552161864211,57.89473684210527,72.72727272727273,0.5841244659111675,1.9873829298323165
3,2023-07-02,2024-07-02,2024-07-02,2025-01-02,0.7546355870633327,0.9488907065149871,0.7160666953698778,0.15450145519891179,0.0396000000000015,14.8150318649656,6.417697024362223,66.66666666666666,66.66666666666666,0.930534066763956,1.1964474147028255
4,2023-10-02,2024-10-02,2024-10-02,2025-04-02,0.9864526310211215,1.0283881432562727,1.0144561896260762,0.1786114551989124,0.06966922961343198,14.90916798664521,9.473759633894474,62.5,75.0,1.1386894195202009,0.5887824560177188
5,2024-01-02,2025-01-02,2025-01-02,2025-07-02,2.638100390743731,1.1112815224912924,2.931672218710567,0.18286161229719392,0.43903258024520825,15.39998611468882,9.981565371014806,68.42105263157895,81.81818181818183,1.0384981772486812,1.2953931479023342
