time,open,high,low,close,Volume
2024-07-29T10:30:00Z,2394.985,2395.46,2392.38,2392.655,3927
2024-07-29T11:00:00Z,2392.645,2393.135,2390.28,2390.61,3864
2024-07-29T11:30:00Z,2390.605,2391.995,2386.95,2387.85,4690
2024-07-29T12:00:00Z,2387.825,2391.105,2385.54,2390.4,7020
2024-07-29T12:30:00Z,2390.39,2394.26,2389.99,2393.91,6238
2024-07-29T13:00:00Z,2393.905,2396.795,2391.935,2393.635,7637
2024-07-29T13:30:00Z,2393.815,2396.485,2389.965,2392.115,10134
2024-07-29T14:00:00Z,2392.145,2394.15,2388.395,2390.335,8089
2024-07-29T14:30:00Z,2390.245,2390.88,2380.16,2381.3,9030
2024-07-29T15:00:00Z,2381.315,2383.065,2369.65,2374.99,10109
2024-07-29T15:30:00Z,2375.03,2379.75,2373.105,2376.86,5836
2024-07-29T16:00:00Z,2377,2377.95,2374.58,2376.875,3123
2024-07-29T16:30:00Z,2376.87,2379.08,2376.465,2378.235,3336
2024-07-29T17:00:00Z,2378.305,2383.035,2377.515,2380.045,4141
2024-07-29T17:30:00Z,2380.25,2383.51,2378.125,2378.27,2981
2024-07-29T18:00:00Z,2378.295,2380.56,2377,2379.36,2325
2024-07-29T18:30:00Z,2379.31,2380.795,2378.175,2379.64,2056
2024-07-29T19:00:00Z,2379.895,2384.035,2378.405,2383.59,2862
2024-07-29T19:30:00Z,2383.64,2385.485,2382.7,2383.095,2690
2024-07-29T20:00:00Z,2383.05,2384.64,2382.475,2382.595,1132
2024-07-29T20:30:00Z,2382.555,2384.61,2381.325,2383.79,563
2024-07-29T22:00:00Z,2382.525,2383.63,2382.315,2383.495,351
2024-07-29T22:30:00Z,2383.58,2385.01,2383.57,2384.14,318
2024-07-29T23:00:00Z,2384.075,2384.36,2381.42,2382.325,762
2024-07-29T23:30:00Z,2382.36,2382.725,2380.98,2381.17,961
2024-07-30T00:00:00Z,2381.285,2383.23,2380.315,2381.055,2477
2024-07-30T00:30:00Z,2381.085,2383.9,2380.86,2381.875,2253
2024-07-30T01:00:00Z,2381.87,2382.51,2377.945,2378.045,6987
2024-07-30T01:30:00Z,2378.04,2381.245,2376.535,2379.755,6274
2024-07-30T02:00:00Z,2379.78,2381.47,2378.735,2379.515,3009
2024-07-30T02:30:00Z,2379.58,2383.34,2378.585,2381.95,5410
2024-07-30T03:00:00Z,2381.955,2384.705,2381.47,2384.55,4181
2024-07-30T03:30:00Z,2384.43,2386.05,2383.49,2385.91,1913
2024-07-30T04:00:00Z,2385.865,2387.125,2385.825,2386.84,2278
2024-07-30T04:30:00Z,2386.86,2388.375,2385.87,2386.475,2430
2024-07-30T05:00:00Z,2386.43,2387.67,2386.135,2387.01,3029
2024-07-30T05:30:00Z,2387.065,2389.925,2386.31,2388.845,6290
2024-07-30T06:00:00Z,2388.945,2390.385,2387.78,2389.72,5825
2024-07-30T06:30:00Z,2389.725,2391.085,2387.84,2390.385,6079
2024-07-30T07:00:00Z,2390.58,2392.11,2388.93,2389.925,5948
2024-07-30T07:30:00Z,2389.87,2391.64,2389.19,2390.37,4914
2024-07-30T08:00:00Z,2390.365,2391.575,2388.645,2390.265,5353
2024-07-30T08:30:00Z,2390.295,2391.13,2388.98,2389.51,3278
2024-07-30T09:00:00Z,2389.515,2389.78,2387.85,2388.86,3795
2024-07-30T09:30:00Z,2388.85,2390.16,2388.355,2389.21,3436
2024-07-30T10:00:00Z,2389.175,2391.32,2388.755,2389.62,3279
2024-07-30T10:30:00Z,2389.55,2392.47,2387.93,2391.745,4225
2024-07-30T11:00:00Z,2391.75,2392.255,2390.315,2390.415,3583
2024-07-30T11:30:00Z,2390.49,2391.79,2387.045,2387.14,3920
2024-07-30T12:00:00Z,2387.215,2388.455,2386.08,2387.015,5694
2024-07-30T12:30:00Z,2386.97,2388.34,2385.78,2386.595,4298
2024-07-30T13:00:00Z,2386.68,2395.215,2385.855,2394.62,8649
2024-07-30T13:30:00Z,2394.555,2397.845,2391.625,2394.24,10814
2024-07-30T14:00:00Z,2393.77,2394.275,2387.665,2393.495,12380
2024-07-30T14:30:00Z,2393.295,2396.055,2391.205,2391.715,10054
2024-07-30T15:00:00Z,2391.635,2392.525,2383.995,2386.345,9651
2024-07-30T15:30:00Z,2386.35,2388.55,2383.5,2385.39,5468
2024-07-30T16:00:00Z,2385.425,2391.52,2385.105,2390.37,4710
2024-07-30T16:30:00Z,2390.38,2400.355,2389.8,2399.915,6268
2024-07-30T17:00:00Z,2400.04,2411.07,2399.96,2406.805,10252
2024-07-30T17:30:00Z,2406.825,2408.885,2402.7,2405.85,4998
2024-07-30T18:00:00Z,2405.835,2407.435,2404.31,2405.475,4034
2024-07-30T18:30:00Z,2405.45,2406.25,2403.745,2404.985,2850
2024-07-30T19:00:00Z,2404.965,2407.855,2403.84,2407.74,2593
2024-07-30T19:30:00Z,2407.735,2408.495,2405.305,2407.12,2915
2024-07-30T20:00:00Z,2407.115,2412.935,2407.07,2411.845,2926
2024-07-30T20:30:00Z,2411.805,2412.115,2409.12,2410.88,1647
2024-07-30T22:00:00Z,2410.74,2410.97,2409.035,2409.345,1095
2024-07-30T22:30:00Z,2409.365,2409.625,2408.19,2409.24,1317
2024-07-30T23:00:00Z,2409.415,2409.87,2408.565,2409.56,1346
2024-07-30T23:30:00Z,2409.55,2410.3,2409.185,2409.9,1810
2024-07-31T00:00:00Z,2409.91,2410.125,2407.95,2408.68,2859
2024-07-31T00:30:00Z,2408.695,2409.835,2408.34,2409.04,2180
2024-07-31T01:00:00Z,2409.035,2409.795,2403.94,2407.64,6872
2024-07-31T01:30:00Z,2407.685,2412.315,2406.795,2409.105,9738
2024-07-31T02:00:00Z,2409.03,2409.475,2404.38,2407.075,6452
2024-07-31T02:30:00Z,2407.08,2407.66,2404.16,2407.54,5154
2024-07-31T03:00:00Z,2407.43,2418.415,2407.35,2418.05,6403
2024-07-31T03:30:00Z,2418.045,2419.125,2415.835,2416.54,6347
2024-07-31T04:00:00Z,2416.56,2417.45,2414.515,2416.82,6717
2024-07-31T04:30:00Z,2416.805,2421.375,2416.17,2421.215,4551
2024-07-31T05:00:00Z,2421.24,2421.65,2418.135,2421.01,3125
2024-07-31T05:30:00Z,2421.035,2422.195,2417.38,2417.845,5998
2024-07-31T06:00:00Z,2417.815,2423.975,2416.595,2423.945,6757
2024-07-31T06:30:00Z,2423.97,2425.54,2420.275,2421.4,7775
2024-07-31T07:00:00Z,2421.41,2421.98,2416.63,2417.35,6156
2024-07-31T07:30:00Z,2417.34,2419.58,2416.055,2417.24,6752
2024-07-31T08:00:00Z,2417.23,2418.645,2416.315,2417.06,6762
2024-07-31T08:30:00Z,2417.045,2421.82,2415.5,2421.5,4803
2024-07-31T09:00:00Z,2421.485,2422.37,2419.065,2419.335,3470
2024-07-31T09:30:00Z,2419.35,2421.425,2417.965,2421.08,2895
2024-07-31T10:00:00Z,2421.175,2422.92,2418.83,2419.305,3538
2024-07-31T10:30:00Z,2419.325,2420.37,2417.7,2418.585,3207
2024-07-31T11:00:00Z,2418.585,2421.17,2418.205,2419.69,3343
2024-07-31T11:30:00Z,2419.745,2423.32,2418.99,2419.615,4266
2024-07-31T12:00:00Z,2419.665,2421.35,2417.415,2420.635,7406
2024-07-31T12:30:00Z,2420.12,2423.29,2418.79,2420.495,8813
2024-07-31T13:00:00Z,2420.5,2421.715,2417.91,2419.945,8383
2024-07-31T13:30:00Z,2419.95,2427.66,2419.95,2426.325,10281
2024-07-31T14:00:00Z,2426.325,2429.1,2421.615,2423.08,10514
2024-07-31T14:30:00Z,2423.06,2425.155,2419.285,2422.54,9944
2024-07-31T15:00:00Z,2422.575,2424.135,2420.105,2420.54,8055
2024-07-31T15:30:00Z,2420.545,2424.29,2420.485,2423.15,5939
2024-07-31T16:00:00Z,2423.155,2427.235,2422.48,2427.235,4856
2024-07-31T16:30:00Z,2427.29,2427.775,2425.4,2427.08,3596
2024-07-31T17:00:00Z,2427.17,2429.06,2425.985,2427.97,4715
2024-07-31T17:30:00Z,2427.955,2428.57,2425.425,2426.37,4328
2024-07-31T18:00:00Z,2426.425,2427.535,2421.62,2425.17,8238
2024-07-31T18:30:00Z,2425.125,2435.385,2424.865,2433.74,12295
2024-07-31T19:00:00Z,2433.63,2444.12,2431.2,2442.25,10053
2024-07-31T19:30:00Z,2442.205,2450.945,2441.825,2449.905,9056
2024-07-31T20:00:00Z,2449.72,2451.005,2447.17,2447.66,3409
2024-07-31T20:30:00Z,2447.655,2449.03,2446.215,2447.57,1570
2024-07-31T22:00:00Z,2447.77,2448.38,2446.975,2447.485,1043
2024-07-31T22:30:00Z,2447.53,2448.14,2447.11,2447.65,1205
2024-07-31T23:00:00Z,2447.69,2448.02,2444.07,2445.345,843
2024-07-31T23:30:00Z,2445.35,2446.93,2444.925,2445.845,1589
2024-08-01T00:00:00Z,2445.835,2447.02,2445.335,2445.435,4981
2024-08-01T00:30:00Z,2445.515,2449.555,2445.385,2447.6,5257
2024-08-01T01:00:00Z,2447.48,2458.465,2446.115,2457.86,10516
2024-08-01T01:30:00Z,2457.865,2458.06,2450.555,2451.4,8678
2024-08-01T02:00:00Z,2451.51,2451.51,2448.07,2449.565,7553
2024-08-01T02:30:00Z,2449.57,2450.075,2437.32,2441.38,8855
2024-08-01T03:00:00Z,2441.445,2443.65,2439.395,2443.345,6915
2024-08-01T03:30:00Z,2443.335,2444.695,2442.255,2442.84,4159
2024-08-01T04:00:00Z,2442.78,2445.845,2442.57,2445.815,3394
2024-08-01T04:30:00Z,2445.795,2446.945,2443.995,2444.29,4206
2024-08-01T05:00:00Z,2444.28,2448.035,2443.675,2446.595,4498
2024-08-01T05:30:00Z,2446.555,2447.665,2444.42,2447.04,7155
2024-08-01T06:00:00Z,2446.97,2448.91,2445.12,2446.545,8132
2024-08-01T06:30:00Z,2446.55,2447.205,2444.165,2444.87,8930
2024-08-01T07:00:00Z,2444.83,2444.935,2441.635,2443.2,7716
2024-08-01T07:30:00Z,2443.195,2443.915,2439.96,2440.39,7141
2024-08-01T08:00:00Z,2440.325,2442.445,2436.36,2436.77,6954
2024-08-01T08:30:00Z,2436.71,2437.775,2433.29,2433.9,6016
2024-08-01T09:00:00Z,2433.875,2435.095,2431.595,2432.96,5623
2024-08-01T09:30:00Z,2432.935,2434.515,2430.275,2433.095,5336
2024-08-01T10:00:00Z,2433.12,2436.895,2432.06,2435.82,5132
2024-08-01T10:30:00Z,2435.79,2436.315,2434.26,2435.245,3837
2024-08-01T11:00:00Z,2435.21,2438.875,2434.445,2438.82,5916
2024-08-01T11:30:00Z,2438.825,2443.07,2436.305,2440.825,5668
2024-08-01T12:00:00Z,2440.86,2446.075,2440.37,2444.195,7183
2024-08-01T12:30:00Z,2444.14,2454.92,2444.14,2450.78,11441
2024-08-01T13:00:00Z,2450.795,2455.2,2448.605,2453.58,10320
2024-08-01T13:30:00Z,2453.665,2457.41,2449.015,2453.685,12419
2024-08-01T14:00:00Z,2455.745,2462.325,2443.265,2445.2,16941
2024-08-01T14:30:00Z,2445.27,2452.975,2443.885,2448.645,14428
2024-08-01T15:00:00Z,2448.6,2451.83,2444.285,2446.96,12646
2024-08-01T15:30:00Z,2446.985,2449.675,2442.19,2445.285,8976
2024-08-01T16:00:00Z,2445.25,2447.415,2443.5,2446.39,8234
2024-08-01T16:30:00Z,2446.395,2448.835,2443.485,2444.55,7489
2024-08-01T17:00:00Z,2444.59,2444.75,2436.61,2437.245,9555
2024-08-01T17:30:00Z,2437.28,2439.48,2435.84,2439.415,5620
2024-08-01T18:00:00Z,2439.37,2441.025,2435.03,2436.075,5456
2024-08-01T18:30:00Z,2436.08,2440.63,2434.995,2439.7,4648
2024-08-01T19:00:00Z,2439.71,2443.305,2438.33,2443.285,5513
2024-08-01T19:30:00Z,2443.29,2444.17,2442.085,2443.23,4902
2024-08-01T20:00:00Z,2443.235,2443.83,2441.86,2443.03,2950
2024-08-01T20:30:00Z,2443.21,2447.625,2442.11,2446.385,2339
2024-08-01T22:00:00Z,2447.24,2447.265,2443.815,2446.35,1122
2024-08-01T22:30:00Z,2446.25,2446.985,2444.14,2445.28,1912
2024-08-01T23:00:00Z,2445.08,2446.61,2444.19,2445.07,1985
2024-08-01T23:30:00Z,2445.065,2446.46,2444.735,2445.915,2431
2024-08-02T00:00:00Z,2446,2449.575,2443.955,2449.52,4724
2024-08-02T00:30:00Z,2449.525,2452.415,2448.68,2449.09,5262
2024-08-02T01:00:00Z,2449.08,2451,2435.055,2443.125,10020
2024-08-02T01:30:00Z,2443.135,2447.83,2439.405,2447.195,7803
2024-08-02T02:00:00Z,2447.21,2454.975,2446.77,2451.515,8345
2024-08-02T02:30:00Z,2451.51,2455.735,2448.26,2455.68,6889
2024-08-02T03:00:00Z,2455.635,2459.485,2454.205,2454.885,7606
2024-08-02T03:30:00Z,2454.805,2455.33,2451.755,2454.595,4176
2024-08-02T04:00:00Z,2454.585,2457.89,2454.34,2457.65,3415
2024-08-02T04:30:00Z,2457.665,2460.36,2455.875,2457.93,4600
2024-08-02T05:00:00Z,2457.94,2460.015,2457.75,2458.57,4184
2024-08-02T05:30:00Z,2458.495,2466.98,2457.745,2466.865,7780
2024-08-02T06:00:00Z,2466.865,2468.535,2462.5,2465,8958
2024-08-02T06:30:00Z,2464.995,2467.805,2462.66,2465.625,8201
2024-08-02T07:00:00Z,2465.62,2466.745,2460.79,2463.06,7305
2024-08-02T07:30:00Z,2463.145,2464.595,2460.225,2461.69,7439
2024-08-02T08:00:00Z,2461.7,2465.38,2461.02,2465.05,7093
2024-08-02T08:30:00Z,2465.03,2465.295,2461.735,2462.075,6077
2024-08-02T09:00:00Z,2462.17,2464.325,2461.085,2461.435,5607
2024-08-02T09:30:00Z,2461.44,2464.125,2461.015,2463.99,5320
2024-08-02T10:00:00Z,2464.01,2465.415,2460.985,2463.665,5520
2024-08-02T10:30:00Z,2463.655,2465.13,2462.26,2463.605,5300
2024-08-02T11:00:00Z,2463.615,2464.745,2459.495,2461.7,6164
2024-08-02T11:30:00Z,2461.705,2461.71,2457.675,2459.305,6645
2024-08-02T12:00:00Z,2459.205,2460.9,2455.985,2456.58,8371
2024-08-02T12:30:00Z,2456.555,2477.725,2456.555,2472.965,20176
2024-08-02T13:00:00Z,2473.035,2474.375,2455.825,2466.185,18337
2024-08-02T13:30:00Z,2466.285,2471.5,2462.72,2469.955,17027
2024-08-02T14:00:00Z,2469.84,2474.455,2463.97,2464.625,17228
2024-08-02T14:30:00Z,2464.605,2465.68,2428.38,2431.595,19693
2024-08-02T15:00:00Z,2431.57,2435.845,2410.885,2426.07,17566
2024-08-02T15:30:00Z,2426.115,2433.345,2419.59,2433.295,13808
2024-08-02T16:00:00Z,2433.3,2439.28,2429.44,2436.165,12177
2024-08-02T16:30:00Z,2436.085,2436.235,2426.43,2430.545,10489
2024-08-02T17:00:00Z,2430.54,2431.655,2423.02,2426.915,7685
2024-08-02T17:30:00Z,2426.97,2431.075,2426.605,2427.885,6350
2024-08-02T18:00:00Z,2427.925,2433.665,2426.76,2432.575,5886
2024-08-02T18:30:00Z,2432.565,2433.195,2426.875,2429.12,6601
2024-08-02T19:00:00Z,2429.125,2432.055,2425.715,2432.04,7450
2024-08-02T19:30:00Z,2432.03,2438.295,2431.8,2437.655,6992
2024-08-02T20:00:00Z,2437.65,2438.16,2435.665,2437.27,1960
2024-08-02T20:30:00Z,2437.295,2442.84,2437.08,2442.495,2212
2024-08-04T22:00:00Z,2441.94,2446.51,2438.04,2438.95,3326
2024-08-04T22:30:00Z,2438.955,2441.58,2438.36,2441.495,3941
2024-08-04T23:00:00Z,2441.51,2445.775,2440.375,2443.92,4134
2024-08-04T23:30:00Z,2443.915,2444.145,2439.205,2441.075,6573
2024-08-05T00:00:00Z,2441.165,2441.165,2413.79,2425.65,12315
2024-08-05T00:30:00Z,2425.715,2431.785,2419.405,2422.235,11873
2024-08-05T01:00:00Z,2422.115,2438.945,2420.22,2434.565,15127
2024-08-05T01:30:00Z,2434.305,2442.05,2428.525,2439.52,11897
2024-08-05T02:00:00Z,2439.625,2439.82,2433.185,2438.195,7979
2024-08-05T02:30:00Z,2438.13,2446.235,2435.61,2442.83,8912
2024-08-05T03:00:00Z,2442.835,2447.625,2442.735,2444.415,9366
2024-08-05T03:30:00Z,2444.515,2452.635,2442.98,2451.025,7823
2024-08-05T04:00:00Z,2451.03,2458.875,2450.96,2454.26,9740
2024-08-05T04:30:00Z,2454.25,2455.535,2451.93,2452.76,8637
2024-08-05T05:00:00Z,2452.75,2452.75,2443.195,2444.65,8842
2024-08-05T05:30:00Z,2444.64,2446.1,2432.505,2438.095,15648
2024-08-05T06:00:00Z,2438.13,2438.795,2422.29,2428.14,18631
2024-08-05T06:30:00Z,2427.87,2432.6,2425.065,2428.64,13569
2024-08-05T07:00:00Z,2428.61,2443.825,2424.725,2441.665,15261
2024-08-05T07:30:00Z,2441.67,2445.655,2430.665,2432.04,13232
2024-08-05T08:00:00Z,2432.06,2434.54,2427.335,2428.22,11856
2024-08-05T08:30:00Z,2428.13,2428.76,2423.335,2425.04,9027
2024-08-05T09:00:00Z,2425.16,2426.255,2419.24,2422.08,11883
2024-08-05T09:30:00Z,2421.975,2428.865,2420.725,2424.21,11747
2024-08-05T10:00:00Z,2424.185,2425.71,2418.855,2420.705,11486
2024-08-05T10:30:00Z,2420.695,2423.115,2408.13,2408.57,10194
2024-08-05T11:00:00Z,2408.505,2408.505,2394.655,2397.745,14668
2024-08-05T11:30:00Z,2397.77,2398.09,2383.325,2386.84,13550
2024-08-05T12:00:00Z,2386.8,2392.345,2367.135,2369.735,17633
2024-08-05T12:30:00Z,2369.85,2378.545,2364.39,2374.625,15918
2024-08-05T13:00:00Z,2374.69,2394.29,2374.69,2386.255,15461
2024-08-05T13:30:00Z,2386.02,2397.045,2382.435,2393.57,17093
2024-08-05T14:00:00Z,2392.035,2397.015,2386.975,2387.61,14819
2024-08-05T14:30:00Z,2387.64,2397.53,2387.175,2396.67,12735
2024-08-05T15:00:00Z,2396.665,2412.245,2396.59,2406.41,12895
2024-08-05T15:30:00Z,2406.45,2409.725,2402.005,2402.87,10324
2024-08-05T16:00:00Z,2402.66,2408.37,2399.085,2406.905,8611
2024-08-05T16:30:00Z,2406.94,2408.795,2402.495,2403.07,7025
2024-08-05T17:00:00Z,2403.055,2406.68,2400.305,2403.555,7096
2024-08-05T17:30:00Z,2403.56,2406.525,2400.88,2405.075,5588
2024-08-05T18:00:00Z,2405.06,2408.955,2404.185,2405.9,5665
2024-08-05T18:30:00Z,2405.855,2407.805,2403.845,2405.075,6570
2024-08-05T19:00:00Z,2405.09,2409.63,2404.705,2408.515,5727
2024-08-05T19:30:00Z,2408.55,2413.17,2407.73,2407.77,5714
2024-08-05T20:00:00Z,2407.82,2408.705,2405.54,2407.385,3192
2024-08-05T20:30:00Z,2407.285,2411.73,2407.285,2409.89,2264
2024-08-05T22:00:00Z,2411.395,2412.61,2410.35,2410.365,1017
2024-08-05T22:30:00Z,2410.375,2411.125,2408.03,2408.96,2369
2024-08-05T23:00:00Z,2409.08,2410.095,2408.08,2408.91,2032
2024-08-05T23:30:00Z,2408.915,2409.32,2404.495,2404.9,3679
2024-08-06T00:00:00Z,2404.935,2412.995,2404.695,2411.725,8131
2024-08-06T00:30:00Z,2411.72,2418.43,2409.815,2415.935,7667
2024-08-06T01:00:00Z,2416.075,2417.78,2412.09,2416.325,11104
2024-08-06T01:30:00Z,2416.32,2417.26,2410.775,2412.475,8126
2024-08-06T02:00:00Z,2412.515,2413.345,2409.405,2411.775,6017
2024-08-06T02:30:00Z,2411.79,2412.53,2405.965,2407.605,7546
2024-08-06T03:00:00Z,2407.615,2410.675,2406.615,2409.74,5347
2024-08-06T03:30:00Z,2409.735,2411.155,2407.805,2409.12,4601
2024-08-06T04:00:00Z,2409.09,2412.71,2408.415,2410.355,4482
2024-08-06T04:30:00Z,2410.35,2410.875,2406.54,2408.09,5071
2024-08-06T05:00:00Z,2408.125,2411.955,2407.83,2409.91,5705
2024-08-06T05:30:00Z,2409.935,2411.535,2398.18,2398.825,10949
2024-08-06T06:00:00Z,2398.82,2407.125,2394.855,2406.53,11328
2024-08-06T06:30:00Z,2406.27,2408.39,2401.635,2401.66,9409
2024-08-06T07:00:00Z,2401.655,2407.895,2401.555,2406.295,9379
2024-08-06T07:30:00Z,2406.3,2410.74,2404.47,2409.9,7689
2024-08-06T08:00:00Z,2409.895,2415.48,2408.33,2409.17,7991
2024-08-06T08:30:00Z,2409.085,2413.95,2408.22,2411.15,5327
2024-08-06T09:00:00Z,2411.225,2414.76,2410.395,2412.85,6712
2024-08-06T09:30:00Z,2412.815,2415.575,2411.97,2413.465,5202
2024-08-06T10:00:00Z,2413.46,2416.375,2412.195,2413.86,6374
2024-08-06T10:30:00Z,2413.98,2415.815,2411.66,2412.47,5844
2024-08-06T11:00:00Z,2412.505,2412.76,2410.205,2412.475,5948
2024-08-06T11:30:00Z,2412.54,2415.36,2410.405,2410.995,7497
2024-08-06T12:00:00Z,2411.015,2412.3,2402.375,2402.905,11345
2024-08-06T12:30:00Z,2402.895,2403.22,2391.89,2393.06,12244
2024-08-06T13:00:00Z,2393.05,2399.575,2388.845,2395.84,13580
2024-08-06T13:30:00Z,2395.86,2398.915,2390.415,2395.815,15197
2024-08-06T14:00:00Z,2395.715,2403.22,2390.26,2390.5,14859
2024-08-06T14:30:00Z,2390.515,2393.6,2386.3,2388.49,15015
2024-08-06T15:00:00Z,2388.515,2391.15,2381.56,2386.245,13144
2024-08-06T15:30:00Z,2386.495,2388.225,2381.77,2387.61,10970
2024-08-06T16:00:00Z,2387.77,2390.15,2386.365,2387.49,7830
2024-08-06T16:30:00Z,2387.515,2391.425,2385.73,2390,6909
2024-08-06T17:00:00Z,2389.995,2391.685,2387.69,2390.71,7779
2024-08-06T17:30:00Z,2390.705,2393.6,2390.115,2392.01,4433
2024-08-06T18:00:00Z,2392.02,2395.295,2391.435,2394.15,5226
2024-08-06T18:30:00Z,2394.205,2396.085,2392.46,2392.91,3773
2024-08-06T19:00:00Z,2392.9,2393.165,2389.295,2390.32,5732
2024-08-06T19:30:00Z,2390.395,2390.84,2386.535,2387.75,5783
2024-08-06T20:00:00Z,2387.89,2389.105,2387.455,2388.315,2125
2024-08-06T20:30:00Z,2388.415,2390.255,2386.94,2390.13,1906
2024-08-06T22:00:00Z,2390.195,2390.67,2388.415,2388.52,1021
2024-08-06T22:30:00Z,2388.51,2390.08,2388.1,2388.745,1411
2024-08-06T23:00:00Z,2388.695,2389.785,2385.09,2386.38,1799
2024-08-06T23:30:00Z,2386.395,2386.605,2382.88,2383.96,2468
