datetime,open,high,low,close
2020-01-24 20:00:00,1570.92004,1572.64001,1569.66003,1571.21997
2020-01-24 20:30:00,1571.18994,1572.57996,1570.83997,1571.89502
2020-01-24 21:00:00,1571.77002,1571.95996,1570.60999,1570.91577
2020-01-24 21:30:00,1570.89001,1571.55005,1570.31995,1571.44995
2020-01-26 23:00:00,1581.34998,1588.62,1579.55005,1585.69434
2020-01-26 23:30:00,1585.62,1586.5,1581.81995,1582.01489
2020-01-27 00:00:00,1582.81006,1583.01001,1577.40002,1577.84082
2020-01-27 00:30:00,1577.88,1579.81995,1577.68005,1578.03455
2020-01-27 01:00:00,1578.14001,1581.51001,1577.59998,1579.89502
2020-01-27 01:30:00,1579.84998,1581.875,1579.80005,1581.13892
2020-01-27 02:00:00,1581.20996,1582.29004,1580.91003,1581.91772
2020-01-27 02:30:00,1581.98999,1583.19495,1581.23999,1582.151
2020-01-27 03:00:00,1582.08997,1582.09998,1579.70996,1580.0553
2020-01-27 03:30:00,1580.06006,1580.39502,1579.41003,1579.41504
2020-01-27 04:00:00,1579.51001,1580.19995,1578.07996,1579.31494
2020-01-27 04:30:00,1579.51001,1579.77222,1579.14502,1579.1853
2020-01-27 05:00:00,1579.18994,1580.09497,1578.78003,1578.98999
2020-01-27 05:30:00,1578.98999,1580.80005,1578.48999,1580.70288
2020-01-27 06:00:00,1580.53003,1580.98999,1579.53003,1579.67859
2020-01-27 06:30:00,1579.66003,1579.94995,1578.39001,1578.95251
2020-01-27 07:00:00,1578.98999,1580.12,1577.94995,1578.22144
2020-01-27 07:30:00,1578.15002,1578.91003,1577.05005,1578.15002
2020-01-27 08:00:00,1577.84998,1579.57996,1575.95996,1576.14502
2020-01-27 08:30:00,1576.18994,1579.78003,1576.07996,1579.31494
2020-01-27 09:00:00,1579.59998,1582.21997,1579.18005,1582.17053
2020-01-27 09:30:00,1582.21997,1583.60999,1581.44995,1582.77441
2020-01-27 10:00:00,1582.79004,1583.5,1582.12793,1582.83496
2020-01-27 10:30:00,1582.82996,1585.62,1582.82996,1585.45715
2020-01-27 11:00:00,1585.69995,1586.33997,1583.23999,1583.61011
2020-01-27 11:30:00,1583.56006,1585.0802,1582.90002,1584.55005
2020-01-27 12:00:00,1584.32996,1584.49866,1580.37,1582.25
2020-01-27 12:30:00,1582.27002,1584.47998,1581.41174,1583.99451
2020-01-27 13:00:00,1583.78003,1585.0,1581.81995,1582.01831
2020-01-27 13:30:00,1581.89001,1583.80005,1581.15002,1581.5
2020-01-27 14:00:00,1581.46997,1585.14502,1580.78003,1584.76245
2020-01-27 14:30:00,1585.35999,1586.06006,1578.17004,1579.89282
2020-01-27 15:00:00,1579.98999,1582.41003,1579.55005,1579.87122
2020-01-27 15:30:00,1579.76001,1584.44995,1579.48999,1583.81006
2020-01-27 16:00:00,1583.87,1584.03003,1581.72998,1582.84998
2020-01-27 16:30:00,1582.65002,1583.23999,1581.05005,1582.64001
2020-01-27 17:00:00,1582.76001,1582.76001,1580.17004,1580.22485
2020-01-27 17:30:00,1580.44995,1580.78186,1578.73999,1580.20618
2020-01-27 18:00:00,1580.18994,1580.375,1577.57996,1578.37
2020-01-27 18:30:00,1578.68005,1578.98999,1577.17004,1578.31006
2020-01-27 19:00:00,1578.21997,1579.97998,1578.21997,1579.67004
2020-01-27 19:30:00,1579.66003,1581.06995,1579.03003,1580.91846
2020-01-27 20:00:00,1580.93005,1581.40503,1580.13,1581.35999
2020-01-27 20:30:00,1581.38,1583.26001,1581.18994,1582.76001
2020-01-27 21:00:00,1582.81006,1583.33997,1582.18005,1583.31494
2020-01-27 21:30:00,1583.41003,1583.41003,1581.54504,1581.95496
2020-01-27 22:00:00,1581.84497,1581.86499,1581.6051,1581.61499
2020-01-27 23:00:00,1581.66003,1581.89001,1580.62,1580.66907
2020-01-27 23:30:00,1580.69995,1581.24219,1580.15491,1581.18994
2020-01-28 00:00:00,1581.20996,1581.27002,1580.28003,1580.98999
2020-01-28 00:30:00,1580.93005,1583.09497,1580.81006,1582.72839
2020-01-28 01:00:00,1582.88,1583.08496,1580.16003,1581.87
2020-01-28 01:30:00,1581.88,1582.20996,1580.51843,1580.99158
2020-01-28 02:00:00,1580.95996,1582.27002,1580.68005,1581.76001
2020-01-28 02:30:00,1581.78003,1581.81995,1580.78186,1581.13
2020-01-28 03:00:00,1581.09998,1581.30322,1580.53735,1580.69397
2020-01-28 03:30:00,1580.70996,1580.91003,1579.62,1579.68616
2020-01-28 04:00:00,1579.70996,1580.35999,1579.39001,1579.76746
2020-01-28 04:30:00,1579.65002,1579.95996,1579.1084,1579.64038
2020-01-28 05:00:00,1579.68005,1580.68005,1579.51501,1580.245
2020-01-28 05:30:00,1580.29004,1580.43994,1578.44995,1579.33032
2020-01-28 06:00:00,1579.30005,1579.80005,1578.21997,1579.1438
2020-01-28 06:30:00,1579.13,1579.41333,1578.28467,1579.00354
2020-01-28 07:00:00,1578.97998,1580.05005,1578.01001,1578.47571
2020-01-28 07:30:00,1578.68005,1578.69995,1577.01001,1577.20996
2020-01-28 08:00:00,1577.51001,1579.30005,1577.15503,1578.93152
2020-01-28 08:30:00,1578.93005,1581.31006,1578.5188,1580.40967
2020-01-28 09:00:00,1580.41003,1582.29004,1579.62,1580.495
2020-01-28 09:30:00,1580.41003,1580.67004,1578.58997,1579.21338
2020-01-28 10:00:00,1579.28003,1580.09998,1578.89001,1580.07996
2020-01-28 10:30:00,1579.96997,1580.03003,1578.90002,1579.39001
2020-01-28 11:00:00,1579.38,1580.79187,1579.19995,1580.09436
2020-01-28 11:30:00,1580.07996,1580.43005,1578.08997,1578.15002
2020-01-28 12:00:00,1578.18005,1578.90002,1573.25,1574.59644
2020-01-28 12:30:00,1574.43994,1575.18994,1571.70996,1574.1604
2020-01-28 13:00:00,1574.07996,1574.62769,1572.28003,1574.07996
2020-01-28 13:30:00,1574.71997,1575.64001,1573.45996,1574.88025
2020-01-28 14:00:00,1575.03003,1577.51001,1574.79004,1575.85815
2020-01-28 14:30:00,1575.84998,1578.06006,1574.41003,1575.81995
2020-01-28 15:00:00,1576.01001,1576.01001,1569.10999,1569.69495
2020-01-28 15:30:00,1570.03003,1570.32996,1567.54004,1570.2002
2020-01-28 16:00:00,1570.28003,1571.745,1569.40002,1570.18506
2020-01-28 16:30:00,1570.14001,1570.51001,1568.08997,1568.30078
2020-01-28 17:00:00,1568.55005,1569.52002,1567.23999,1569.48999
2020-01-28 17:30:00,1569.44995,1570.625,1569.44995,1569.92004
2020-01-28 18:00:00,1569.93005,1571.43994,1569.88,1570.76221
2020-01-28 18:30:00,1570.66003,1571.80005,1569.56995,1569.64148
2020-01-28 19:00:00,1569.66003,1570.26001,1568.64502,1568.98181
2020-01-28 19:30:00,1569.02002,1569.62048,1568.04004,1569.18274
2020-01-28 20:00:00,1569.31995,1570.28003,1568.90491,1569.06006
2020-01-28 20:30:00,1569.06995,1569.77002,1568.55005,1569.22998
2020-01-28 21:00:00,1569.32996,1569.32996,1567.84998,1567.97681
2020-01-28 21:30:00,1567.90002,1568.23999,1565.62,1567.53503
2020-01-28 22:00:00,1567.55493,1567.55493,1567.20508,1567.20508
2020-01-28 23:00:00,1567.07996,1570.06995,1566.56006,1569.2179
2020-01-28 23:30:00,1569.17004,1569.17004,1567.53003,1568.57556
2020-01-29 00:00:00,1568.57996,1569.15002,1567.93506,1568.99438
2020-01-29 00:30:00,1569.06006,1569.07996,1568.07996,1568.43774
2020-01-29 01:00:00,1568.31995,1569.33997,1564.92004,1566.40442
2020-01-29 01:30:00,1566.35999,1566.43005,1563.56006,1565.43506
2020-01-29 02:00:00,1565.82996,1566.87,1565.17004,1565.58496
2020-01-29 02:30:00,1565.48999,1565.85999,1565.13,1565.2395
2020-01-29 03:00:00,1565.28003,1565.43994,1563.44495,1564.18542
2020-01-29 03:30:00,1564.17004,1564.9762,1564.09998,1564.58997
2020-01-29 04:00:00,1564.59998,1565.91003,1564.52002,1565.3053
2020-01-29 04:30:00,1565.28003,1566.0874,1565.20996,1565.50183
2020-01-29 05:00:00,1565.48999,1566.15002,1564.93005,1565.66101
2020-01-29 05:30:00,1565.67004,1567.20996,1565.6615,1567.10608
2020-01-29 06:00:00,1567.13,1567.26501,1566.14673,1566.6969
2020-01-29 06:30:00,1566.73999,1567.96997,1566.43994,1567.68616
2020-01-29 07:00:00,1567.68005,1569.10999,1567.55005,1568.76501
2020-01-29 07:30:00,1568.76001,1569.18994,1568.02002,1568.12
2020-01-29 08:00:00,1568.12,1569.97998,1567.37,1567.67004
2020-01-29 08:30:00,1567.68005,1569.76001,1567.31177,1569.02002
2020-01-29 09:00:00,1568.97998,1570.58997,1568.27002,1570.32837
2020-01-29 09:30:00,1570.38,1571.73999,1570.35999,1570.88733
2020-01-29 10:00:00,1570.83105,1571.56006,1570.39502,1570.96997
2020-01-29 10:30:00,1570.96655,1571.62,1570.57996,1570.58728
2020-01-29 11:00:00,1570.40002,1572.33997,1569.53003,1571.21997
2020-01-29 11:30:00,1571.30005,1572.48999,1570.73999,1571.97998
2020-01-29 12:00:00,1571.98999,1571.98999,1570.58496,1571.61011
2020-01-29 12:30:00,1571.59998,1571.98999,1570.27002,1571.58411
2020-01-29 13:00:00,1571.60999,1571.62561,1569.26001,1570.12354
2020-01-29 13:30:00,1570.13,1572.3136,1569.53003,1569.89233
2020-01-29 14:00:00,1569.87,1570.41003,1568.31995,1568.82996
2020-01-29 14:30:00,1568.64001,1572.70996,1567.93005,1571.96997
2020-01-29 15:00:00,1572.67004,1574.54004,1571.15002,1571.62646
2020-01-29 15:30:00,1571.76001,1572.14001,1568.95996,1569.89087
2020-01-29 16:00:00,1569.80005,1571.56006,1569.55005,1570.15417
2020-01-29 16:30:00,1570.16003,1571.26233,1569.92639,1570.59497
2020-01-29 17:00:00,1570.62,1571.04004,1569.42004,1569.53491
2020-01-29 17:30:00,1569.54004,1571.17456,1569.43994,1571.00635
2020-01-29 18:00:00,1570.98999,1571.47998,1569.98999,1571.30518
2020-01-29 18:30:00,1571.40002,1571.48999,1570.13,1570.41504
2020-01-29 19:00:00,1570.33997,1573.48999,1569.17004,1573.23999
2020-01-29 19:30:00,1573.06006,1576.96997,1571.6925,1575.94995
2020-01-29 20:00:00,1576.60999,1578.01001,1575.13196,1575.21143
2020-01-29 20:30:00,1575.13,1577.35999,1574.98999,1577.01501
2020-01-29 21:00:00,1576.87,1577.97998,1576.52002,1576.85999
2020-01-29 21:30:00,1576.87,1577.62,1576.81494,1576.92505
2020-01-29 22:00:00,1577.05505,1577.06494,1576.97498,1577.06494
2020-01-29 23:00:00,1577.15002,1577.15002,1575.18005,1576.51782
2020-01-29 23:30:00,1576.42004,1577.66003,1575.94995,1577.16565
2020-01-30 00:00:00,1577.14001,1578.81006,1576.1051,1578.01001
2020-01-30 00:30:00,1577.92004,1579.45996,1577.71997,1578.31995
2020-01-30 01:00:00,1578.21997,1580.23999,1577.83997,1579.09998
2020-01-30 01:30:00,1579.05005,1579.14001,1578.01001,1578.0708
2020-01-30 02:00:00,1578.07996,1580.64001,1578.05005,1580.52002
2020-01-30 02:30:00,1580.43994,1580.53601,1579.13,1579.88684
2020-01-30 03:00:00,1579.83997,1580.42004,1578.20996,1579.03955
2020-01-30 03:30:00,1579.06006,1580.59998,1579.04895,1580.25085
2020-01-30 04:00:00,1580.23999,1580.80176,1579.81006,1580.13
2020-01-30 04:30:00,1580.13,1580.22998,1578.90002,1579.06995
2020-01-30 05:00:00,1579.18005,1579.88,1578.72644,1578.72644
2020-01-30 05:30:00,1578.76001,1579.76001,1577.94995,1578.28003
2020-01-30 06:00:00,1578.26001,1578.55005,1577.05005,1577.55005
2020-01-30 06:30:00,1577.56006,1579.40002,1577.51001,1579.34363
2020-01-30 07:00:00,1579.42004,1582.56995,1578.44995,1582.11426
2020-01-30 07:30:00,1582.06995,1582.61755,1580.57996,1581.56604
2020-01-30 08:00:00,1581.59998,1583.04004,1580.49927,1581.69995
2020-01-30 08:30:00,1581.60999,1582.13,1580.75,1580.79041
2020-01-30 09:00:00,1580.80005,1581.45996,1578.45996,1578.82812
2020-01-30 09:30:00,1578.85999,1580.53003,1578.8374,1580.08496
2020-01-30 10:00:00,1580.04004,1580.85388,1579.07996,1580.40002
2020-01-30 10:30:00,1580.39001,1580.70996,1579.21997,1580.35754
2020-01-30 11:00:00,1580.31995,1581.82996,1580.23999,1580.92651
2020-01-30 11:30:00,1580.91003,1581.18994,1580.06006,1580.12
2020-01-30 12:00:00,1579.87,1581.58997,1579.58997,1580.82507
2020-01-30 12:30:00,1580.82996,1581.67004,1579.88,1580.90002
2020-01-30 13:00:00,1580.93005,1581.32996,1577.87,1578.33997
2020-01-30 13:30:00,1578.01001,1580.80005,1576.93994,1578.776
2020-01-30 14:00:00,1578.76001,1580.16003,1577.85999,1579.50244
2020-01-30 14:30:00,1579.19995,1579.55005,1572.57996,1578.20923
2020-01-30 15:00:00,1578.12,1580.16003,1576.53003,1578.08997
2020-01-30 15:30:00,1578.09998,1585.31006,1578.09998,1583.79834
2020-01-30 16:00:00,1583.89001,1584.59998,1581.41003,1582.47107
2020-01-30 16:30:00,1582.51001,1583.39001,1579.52002,1581.29004
2020-01-30 17:00:00,1581.25,1583.14575,1580.04504,1583.13
2020-01-30 17:30:00,1583.12,1586.01001,1582.79004,1584.87158
2020-01-30 18:00:00,1584.85999,1585.73999,1584.14001,1584.45996
2020-01-30 18:30:00,1584.38,1584.95996,1583.04004,1584.24658
2020-01-30 19:00:00,1584.17004,1584.71655,1582.44995,1582.63501
2020-01-30 19:30:00,1582.59998,1585.75,1577.31006,1579.88
2020-01-30 20:00:00,1579.65002,1579.96997,1576.34497,1578.31006
2020-01-30 20:30:00,1578.38,1578.48999,1576.17004,1577.06995
2020-01-30 21:00:00,1577.30005,1577.34998,1572.94995,1573.26001
2020-01-30 21:30:00,1573.16003,1574.31494,1572.76001,1574.31494
2020-01-30 22:00:00,1574.38,1574.38,1573.98499,1574.005
2020-01-30 22:30:00,1574.43994,1574.44995,1574.19495,1574.29492
2020-01-30 23:00:00,1574.09998,1576.02002,1574.09998,1574.95557
2020-01-30 23:30:00,1574.81006,1575.39001,1574.32996,1575.21118
2020-01-31 00:00:00,1575.18994,1575.63,1574.06458,1575.30005
2020-01-31 00:30:00,1575.27002,1575.55005,1574.05005,1574.35999
2020-01-31 01:00:00,1574.38,1574.78003,1571.01172,1571.85999
2020-01-31 01:30:00,1572.02002,1574.32996,1571.34998,1574.01001
2020-01-31 02:00:00,1573.98999,1574.08997,1571.65002,1571.88611
2020-01-31 02:30:00,1571.88,1572.64001,1570.95496,1572.37
2020-01-31 03:00:00,1572.39001,1573.16003,1571.75,1572.97449
2020-01-31 03:30:00,1573.06995,1573.07996,1571.94995,1572.28003
2020-01-31 04:00:00,1572.28003,1572.59998,1571.55005,1572.46997
2020-01-31 04:30:00,1572.45996,1572.495,1571.55005,1571.55005
2020-01-31 05:00:00,1571.76001,1572.58496,1571.44995,1572.23914
2020-01-31 05:30:00,1572.27002,1572.58997,1571.55005,1572.46997
2020-01-31 06:00:00,1572.63,1574.65002,1572.34998,1574.3363
2020-01-31 06:30:00,1574.32996,1574.70996,1573.25,1573.76001
2020-01-31 07:00:00,1573.78003,1575.1134,1573.04004,1575.06995
2020-01-31 07:30:00,1575.01001,1576.80005,1574.55005,1576.48999
2020-01-31 08:00:00,1576.76001,1577.29004,1576.19995,1576.82996
2020-01-31 08:30:00,1576.82996,1578.34998,1576.73999,1578.13318
2020-01-31 09:00:00,1578.20996,1579.20996,1577.51001,1578.87
2020-01-31 09:30:00,1578.89001,1580.01001,1578.42004,1579.37366
2020-01-31 10:00:00,1579.45996,1580.94995,1579.28003,1580.71997
2020-01-31 10:30:00,1580.82996,1582.08997,1579.26001,1579.33923
2020-01-31 11:00:00,1579.32996,1580.27002,1577.974,1580.09497
2020-01-31 11:30:00,1580.25,1580.90002,1579.46997,1580.69995
2020-01-31 12:00:00,1580.68994,1580.69666,1578.57251,1579.37
2020-01-31 12:30:00,1579.39001,1579.85522,1578.70996,1578.95996
2020-01-31 13:00:00,1578.91003,1582.26001,1578.90002,1579.46997
2020-01-31 13:30:00,1579.41003,1581.23999,1578.44495,1579.46997
2020-01-31 14:00:00,1579.42004,1581.82996,1578.52002,1581.37
2020-01-31 14:30:00,1581.55005,1584.67993,1580.83997,1582.97998
2020-01-31 15:00:00,1583.03003,1584.85999,1581.81995,1584.28503
2020-01-31 15:30:00,1585.07996,1589.14001,1583.20996,1588.25745
2020-01-31 16:00:00,1588.20996,1588.64001,1585.51001,1588.54004
2020-01-31 16:30:00,1588.51001,1588.51001,1582.37,1582.80005
2020-01-31 17:00:00,1582.89001,1584.34998,1581.06006,1582.61499
2020-01-31 17:30:00,1582.75,1586.23999,1581.68994,1583.745
2020-01-31 18:00:00,1583.66003,1585.12,1582.55005,1583.40002
2020-01-31 18:30:00,1583.35999,1587.57996,1583.245,1585.78003
2020-01-31 19:00:00,1585.68994,1586.82996,1584.20996,1586.64001
2020-01-31 19:30:00,1586.64001,1587.34998,1584.71997,1586.41577
2020-01-31 20:00:00,1586.79004,1589.42004,1586.505,1588.65503
2020-01-31 20:30:00,1588.63,1589.13,1585.31995,1586.76001
2020-01-31 21:00:00,1586.76001,1588.71997,1585.91003,1588.70972
2020-01-31 21:30:00,1588.72998,1590.55005,1588.17004,1589.01001
2020-02-02 22:00:00,1590.19995,1590.19995,1590.19995,1590.19995
2020-02-02 23:00:00,1593.55005,1593.58997,1587.80005,1588.79504
2020-02-02 23:30:00,1589.40002,1591.17004,1588.47998,1589.55664
2020-02-03 00:00:00,1589.51001,1590.12,1588.48999,1588.995
2020-02-03 00:30:00,1589.08997,1589.08997,1584.16003,1586.39502
2020-02-03 01:00:00,1586.30005,1588.03003,1582.26001,1587.42578
2020-02-03 01:30:00,1587.57996,1587.89001,1582.35999,1582.69495
2020-02-03 02:00:00,1582.33997,1583.64001,1581.96997,1583.08582
2020-02-03 02:30:00,1582.92004,1584.05005,1581.68994,1582.89001
2020-02-03 03:00:00,1582.89001,1583.55005,1580.15002,1580.67065
2020-02-03 03:30:00,1580.63,1581.44678,1579.68994,1580.41089
2020-02-03 04:00:00,1580.27002,1581.10437,1579.68005,1580.71558
2020-02-03 04:30:00,1580.70996,1581.48999,1580.15002,1580.98999
2020-02-03 05:00:00,1581.0,1581.33508,1579.39001,1580.47498
2020-02-03 05:30:00,1580.55005,1581.02002,1579.60999,1579.79224
2020-02-03 06:00:00,1579.68005,1580.90491,1579.51001,1579.63293
2020-02-03 06:30:00,1579.62,1580.59888,1579.15503,1579.3739
2020-02-03 07:00:00,1579.38,1579.96997,1575.28003,1575.55005
2020-02-03 07:30:00,1575.52002,1576.76001,1574.03003,1576.47119
2020-02-03 08:00:00,1576.31006,1579.68005,1575.48999,1578.47498
2020-02-03 08:30:00,1578.48999,1578.87,1573.65002,1575.48254
2020-02-03 09:00:00,1575.67004,1577.68005,1575.05005,1577.13
2020-02-03 09:30:00,1577.07996,1579.03003,1576.80005,1578.93994
2020-02-03 10:00:00,1578.94995,1579.39001,1577.37,1577.82495
2020-02-03 10:30:00,1577.65002,1580.93005,1577.65002,1580.57166
2020-02-03 11:00:00,1580.93005,1581.28003,1578.71997,1579.33997
2020-02-03 11:30:00,1579.40002,1580.44995,1578.06006,1578.17004
2020-02-03 12:00:00,1578.20996,1579.70996,1577.90002,1578.92004
2020-02-03 12:30:00,1578.92505,1580.10999,1578.62,1579.7207
2020-02-03 13:00:00,1579.69995,1579.92004,1576.19995,1576.82996
2020-02-03 13:30:00,1576.86499,1578.79004,1576.59998,1578.52356
2020-02-03 14:00:00,1578.43005,1579.45996,1578.15295,1579.20166
2020-02-03 14:30:00,1579.27002,1580.48999,1574.39001,1574.79993
2020-02-03 15:00:00,1570.33997,1576.17004,1570.27002,1572.401
2020-02-03 15:30:00,1572.41003,1576.18994,1571.44312,1575.67786
2020-02-03 16:00:00,1575.57996,1577.78003,1574.37,1577.12
2020-02-03 16:30:00,1576.96997,1579.73999,1576.30005,1578.10999
2020-02-03 17:00:00,1578.18994,1578.62,1575.88,1577.01001
2020-02-03 17:30:00,1576.96997,1577.28003,1574.79761,1575.59583
2020-02-03 18:00:00,1575.60999,1578.57996,1575.26306,1578.03003
2020-02-03 18:30:00,1578.12,1578.53003,1576.35498,1576.47229
2020-02-03 19:00:00,1576.56995,1577.44995,1575.81006,1577.12
2020-02-03 19:30:00,1577.10999,1578.10999,1576.87,1577.81165
2020-02-03 20:00:00,1577.80005,1577.98999,1575.92004,1575.92004
2020-02-03 20:30:00,1575.92004,1577.13,1575.63,1576.45557
2020-02-03 21:00:00,1576.30005,1577.23303,1576.30005,1576.89539
2020-02-03 21:30:00,1576.91003,1577.22998,1576.29504,1576.79504
2020-02-03 22:00:00,1576.80505,1576.94995,1576.80505,1576.86499
2020-02-03 23:00:00,1577.56006,1579.31995,1577.56006,1578.97668
2020-02-03 23:30:00,1578.83997,1579.18005,1578.30554,1578.87
2020-02-04 00:00:00,1578.87,1579.65002,1577.34998,1577.64905
2020-02-04 00:30:00,1577.55005,1578.64001,1577.37,1578.44995
2020-02-04 01:00:00,1578.45996,1579.10999,1575.54004,1576.37927
2020-02-04 01:30:00,1576.35999,1576.77002,1573.75,1575.76001
2020-02-04 02:00:00,1575.82996,1577.75,1575.58496,1576.87134
2020-02-04 02:30:00,1576.71997,1577.43445,1576.23999,1576.66748
2020-02-04 03:00:00,1576.54004,1577.37,1575.94995,1576.33728
2020-02-04 03:30:00,1576.31995,1576.33496,1574.45996,1575.57727
2020-02-04 04:00:00,1575.52002,1576.14001,1574.64001,1575.02014
2020-02-04 04:30:00,1575.06006,1575.60071,1574.45996,1575.255
2020-02-04 05:00:00,1575.18994,1575.40503,1574.65002,1575.15271
2020-02-04 05:30:00,1575.07996,1575.81995,1572.26001,1572.75
2020-02-04 06:00:00,1572.76001,1573.40002,1571.85999,1572.45996
2020-02-04 06:30:00,1572.43005,1572.90002,1570.68005,1571.40002
2020-02-04 07:00:00,1571.40002,1574.15039,1571.28003,1573.70996
2020-02-04 07:30:00,1573.69995,1574.69995,1571.97998,1572.18005
2020-02-04 08:00:00,1572.41003,1573.25,1568.5,1569.33044
2020-02-04 08:30:00,1569.23999,1570.23999,1567.69995,1568.20959
2020-02-04 09:00:00,1568.01001,1568.10999,1565.82996,1567.27002
2020-02-04 09:30:00,1567.21997,1568.43994,1565.52002,1568.19995
2020-02-04 10:00:00,1568.13,1569.78003,1567.45996,1569.75952
2020-02-04 10:30:00,1569.76001,1571.28003,1569.69995,1570.89502
2020-02-04 11:00:00,1570.81006,1571.65796,1570.07996,1570.39563
2020-02-04 11:30:00,1570.38,1571.35999,1569.69995,1570.16003
2020-02-04 12:00:00,1570.21997,1570.77002,1568.39001,1568.48193
2020-02-04 12:30:00,1568.48999,1568.78003,1566.67004,1567.18005
2020-02-04 13:00:00,1567.10999,1567.82996,1564.39502,1564.77246
2020-02-04 13:30:00,1565.62,1567.37744,1560.0,1560.21619
2020-02-04 14:00:00,1560.03003,1561.60999,1558.40002,1561.45508
2020-02-04 14:30:00,1561.19995,1562.05505,1556.76733,1557.28503
2020-02-04 15:00:00,1557.32996,1559.31006,1552.80005,1552.80005
2020-02-04 15:30:00,1552.69995,1555.40686,1551.37244,1555.35999
2020-02-04 16:00:00,1555.26001,1555.995,1552.89502,1553.495
2020-02-04 16:30:00,1553.37,1554.1969,1552.21997,1552.23999
2020-02-04 17:00:00,1552.22998,1552.57996,1550.19971,1551.00464
2020-02-04 17:30:00,1550.94995,1551.39465,1549.26501,1550.83655
2020-02-04 18:00:00,1550.70996,1552.67395,1549.8175,1552.03003
2020-02-04 18:30:00,1552.09998,1552.25464,1550.66003,1551.55005
2020-02-04 19:00:00,1551.51001,1552.79004,1550.59998,1552.38367
2020-02-04 19:30:00,1552.42004,1552.80505,1551.40051,1552.66003
2020-02-04 20:00:00,1552.64001,1554.495,1552.62817,1554.09497
2020-02-04 20:30:00,1554.21997,1555.43994,1553.72058,1555.23999
2020-02-04 21:00:00,1555.41003,1555.41003,1553.79504,1554.04504
2020-02-04 21:30:00,1554.03003,1554.03003,1552.13696,1552.8551
2020-02-04 22:00:00,1552.7749,1552.92505,1552.6449,1552.73499
2020-02-04 23:00:00,1552.89001,1553.5,1552.46997,1552.78003
2020-02-04 23:30:00,1552.68005,1554.29553,1552.44995,1554.19507
2020-02-05 00:00:00,1554.09998,1554.98633,1552.15002,1554.96997
2020-02-05 00:30:00,1554.89001,1556.10217,1554.05005,1555.46997
2020-02-05 01:00:00,1555.39001,1556.54504,1554.44995,1554.93347
2020-02-05 01:30:00,1554.91003,1556.48889,1553.01001,1554.02295
2020-02-05 02:00:00,1553.98999,1555.23999,1553.94751,1555.06995
2020-02-05 02:30:00,1555.01001,1555.41138,1554.21509,1555.17371
2020-02-05 03:00:00,1555.16003,1557.28271,1555.16003,1557.06006
2020-02-05 03:30:00,1556.98999,1557.56042,1556.15002,1557.33997
2020-02-05 04:00:00,1557.35999,1557.9967,1556.94995,1557.93005
